id,id_gen,scenario,date,value
374,92,3,2025-01-08T10:00:00.0,229.6315
375,92,3,2025-01-08T11:00:00.0,249.5095
376,92,3,2025-01-08T12:00:00.0,266.1476
377,92,3,2025-01-08T13:00:00.0,233.7672
378,92,3,2025-01-08T14:00:00.0,211.0165
379,92,3,2025-01-08T15:00:00.0,187.2239
380,92,3,2025-01-08T16:00:00.0,142.1856
381,92,3,2025-01-08T17:00:00.0,70.0342
382,92,3,2025-01-08T18:00:00.0,7.6064
383,92,3,2025-01-08T19:00:00.0,0.0
384,92,3,2025-01-08T20:00:00.0,0.0
385,92,3,2025-01-08T21:00:00.0,0.0
386,92,3,2025-01-08T22:00:00.0,0.0
387,92,3,2025-01-08T23:00:00.0,0.0
388,92,3,2025-01-09T00:00:00.0,0.0
389,92,3,2025-01-09T01:00:00.0,0.0
390,92,3,2025-01-09T02:00:00.0,0.0
391,92,3,2025-01-09T03:00:00.0,0.0
392,92,3,2025-01-09T04:00:00.0,0.0
393,92,3,2025-01-09T05:00:00.0,4.9754
394,92,3,2025-01-09T06:00:00.0,50.5694
395,92,3,2025-01-09T07:00:00.0,131.2095
396,92,3,2025-01-09T08:00:00.0,226.6303
397,92,3,2025-01-09T09:00:00.0,283.8502
398,92,3,2025-01-09T10:00:00.0,305.4619
399,92,3,2025-01-09T11:00:00.0,329.9074
400,92,3,2025-01-09T12:00:00.0,306.9615
401,92,3,2025-01-09T13:00:00.0,306.6164
402,92,3,2025-01-09T14:00:00.0,290.8876
403,92,3,2025-01-09T15:00:00.0,257.8273
404,92,3,2025-01-09T16:00:00.0,176.8252
405,92,3,2025-01-09T17:00:00.0,70.5106
406,92,3,2025-01-09T18:00:00.0,5.9265
407,92,3,2025-01-09T19:00:00.0,0.0
408,92,3,2025-01-09T20:00:00.0,0.0
409,92,3,2025-01-09T21:00:00.0,0.0
410,92,3,2025-01-09T22:00:00.0,0.0
411,92,3,2025-01-09T23:00:00.0,0.0
412,92,3,2025-01-10T00:00:00.0,0.0
413,92,3,2025-01-10T01:00:00.0,0.0
414,92,3,2025-01-10T02:00:00.0,0.0
415,92,3,2025-01-10T03:00:00.0,0.0
416,92,3,2025-01-10T04:00:00.0,0.0
417,92,3,2025-01-10T05:00:00.0,5.8255
418,92,3,2025-01-10T06:00:00.0,72.4417
419,92,3,2025-01-10T07:00:00.0,181.5682
420,92,3,2025-01-10T08:00:00.0,279.5022
421,92,3,2025-01-10T09:00:00.0,355.0108
422,92,3,2025-01-10T10:00:00.0,404.9925
423,92,3,2025-01-10T11:00:00.0,437.2734
424,92,3,2025-01-10T12:00:00.0,448.5862
425,92,3,2025-01-10T13:00:00.0,428.1999
426,92,3,2025-01-10T14:00:00.0,382.3501
427,92,3,2025-01-10T15:00:00.0,303.5198
428,92,3,2025-01-10T16:00:00.0,192.6446
429,92,3,2025-01-10T17:00:00.0,74.3987
430,92,3,2025-01-10T18:00:00.0,5.2467
431,92,3,2025-01-10T19:00:00.0,0.0
432,92,3,2025-01-10T20:00:00.0,0.0
433,92,3,2025-01-10T21:00:00.0,0.0
434,92,3,2025-01-10T22:00:00.0,0.0
435,92,3,2025-01-10T23:00:00.0,0.0
436,92,3,2025-01-11T00:00:00.0,0.0
